,PK,ON_ID,PR_ID,CU_ID,ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,STATUS,DEALSIZE
309,10320_1,ON120,ON12,CU25,10320,35,138.58,1,4850.3,Shipped,Medium
310,10329_13,ON20,ON12,CU1,10329,46,83.63,13,3846.98,Shipped,Medium
311,10341_1,ON21,ON12,CU20,10341,44,95.93,1,4220.92,Shipped,Medium
312,10363_4,ON121,ON12,CU74,10363,34,96.73,4,3288.82,Shipped,Medium
313,10376_1,ON159,ON12,CU81,10376,35,113.92,1,3987.2,Shipped,Medium
314,10389_6,ON122,ON12,CU38,10389,25,72.38,6,1809.5,Shipped,Small
315,10419_11,ON123,ON12,CU20,10419,10,109.22,11,1092.2,Shipped,Small
316,10105_14,ON64,ON13,CU49,10105,29,157.45000000000002,14,4566.05,Shipped,Medium
317,10117_8,ON124,ON13,CU27,10117,39,152.26000000000002,8,5938.14,Shipped,Medium
318,10127_1,ON125,ON13,CU75,10127,42,193.78,1,8138.76,Shipped,Large
319,10142_11,ON126,ON13,CU40,10142,46,205.89000000000001,11,9470.94,Shipped,Large
320,10153_10,ON127,ON13,CU24,10153,49,143.61,10,7036.89,Shipped,Large
321,10165_2,ON128,ON13,CU27,10165,27,205.89,2,5559.03,Shipped,Medium
322,10176_1,ON129,ON13,CU71,10176,50,157.45,1,7872.5,Shipped,Large
323,10185_12,ON130,ON13,CU51,10185,43,183.4,12,7886.2,Shipped,Large
324,10196_4,ON131,ON13,CU35,10196,38,190.32,4,7232.16,Shipped,Large
325,10208_12,ON132,ON13,CU31,10208,20,155.72,12,3114.4,Shipped,Medium
326,10220_1,ON133,ON13,CU76,10220,27,186.86,1,5045.22,Shipped,Medium
327,10231_1,ON134,ON13,CU77,10231,49,141.88,1,6952.12,Shipped,Medium
328,10247_1,ON135,ON13,CU74,10247,27,153.98999999999998,1,4157.73,Shipped,Medium
329,10272_1,ON136,ON13,CU19,10272,39,204.16,1,7962.24,Shipped,Large
330,10282_4,ON137,ON13,CU40,10282,24,157.45000000000002,4,3778.8,Shipped,Medium
331,10293_7,ON138,ON13,CU37,10293,45,183.4,7,8253.0,Shipped,Large
332,10306_12,ON139,ON13,CU78,10306,20,181.67000000000002,12,3633.4,Shipped,Medium
333,10314_4,ON140,ON13,CU79,10314,36,192.05,4,6913.8,Shipped,Medium
334,10325_1,ON82,ON13,CU18,10325,24,107.64999999999999,1,2583.6,Shipped,Small
335,10336_1,ON141,ON13,CU63,10336,49,63.379999999999995,1,3105.62,Shipped,Medium
336,10349_10,ON160,ON13,CU75,10349,26,169.56,10,4408.56,Shipped,Medium
337,10359_5,ON85,ON13,CU2,10359,49,62.089999999999996,5,3042.41,Shipped,Medium
338,10372_1,ON155,ON13,CU36,10372,34,174.75,1,5941.5,Shipped,Medium
339,10382_12,ON144,ON13,CU40,10382,34,95.35000000000001,12,3241.9,Shipped,Medium
340,10396_3,ON161,ON13,CU40,10396,33,185.13,3,6109.29,Shipped,Medium
341,10413_1,ON145,ON13,CU14,10413,22,153.99,1,3387.78,Shipped,Medium
342,10108_7,ON104,ON14,CU67,10108,39,89.38000000000001,7,3485.82,Shipped,Medium
343,10122_11,ON105,ON14,CU68,10122,32,63.84,11,2042.88,Shipped,Small
344,10135_8,ON106,ON14,CU40,10135,24,75.01,8,1800.24,Shipped,Small
345,10147_8,ON107,ON14,CU42,10147,21,63.84,8,1340.64,Shipped,Small
346,10159_3,ON5,ON14,CU5,10159,24,73.42,3,1762.08,Shipped,Small
347,10169_3,ON108,ON14,CU43,10169,36,63.839999999999996,3,2298.24,Shipped,Small
348,10181_15,ON109,ON14,CU8,10181,20,81.4,15,1628.0,Shipped,Small
349,10191_4,ON110,ON14,CU69,10191,30,64.64,4,1939.2,Shipped,Small
350,10203_9,ON111,ON14,CU24,10203,44,82.99,9,3651.56,Shipped,Medium
351,10211_3,ON10,ON14,CU10,10211,28,92.57000000000001,3,2591.96,Shipped,Small
352,10225_10,ON112,ON14,CU70,10225,37,77.41,10,2864.17,Shipped,Small
353,10238_4,ON113,ON14,CU49,10238,20,74.21000000000001,4,1484.2,Shipped,Small
354,10253_14,ON114,ON14,CU23,10253,25,90.17,14,2254.25,Cancelled,Small
355,10266_15,ON115,ON14,CU71,10266,35,76.61,15,2681.35,Shipped,Small
356,10276_4,ON116,ON14,CU72,10276,38,83.79,4,3184.02,Shipped,Medium
357,10287_13,ON117,ON14,CU70,10287,41,69.43,13,2846.63,Shipped,Small
358,10300_6,ON118,ON14,CU73,10300,22,76.61,6,1685.42,Shipped,Small
359,10310_11,ON119,ON14,CU69,10310,49,81.39999999999999,11,3988.6,Shipped,Medium
360,10320_4,ON120,ON14,CU25,10320,38,73.42,4,2789.96,Shipped,Small
361,10329_14,ON20,ON14,CU1,10329,33,109.32,14,3607.56,Shipped,Medium
362,10341_10,ON21,ON14,CU20,10341,36,93.56,10,3368.16,Shipped,Medium
363,10363_5,ON121,ON14,CU74,10363,34,81.62,5,2775.08,Shipped,Small
364,10377_5,ON162,ON14,CU17,10377,24,67.83,5,1627.92,Shipped,Small
365,10389_7,ON122,ON14,CU38,10389,36,70.26,7,2529.36,Shipped,Small
366,10419_14,ON123,ON14,CU20,10419,34,90.17,14,3065.78,Shipped,Medium
367,10104_9,ON151,ON15,CU24,10104,41,112.58,9,4615.78,Shipped,Medium
368,10115_5,ON163,ON15,CU28,10115,46,124.42999999999999,5,5723.78,Shipped,Medium
369,10127_11,ON125,ON15,CU75,10127,24,106.64999999999999,11,2559.6,Shipped,Small
370,10141_5,ON164,ON15,CU74,10141,21,101.91000000000001,5,2140.11,Shipped,Small
371,10151_3,ON165,ON15,CU61,10151,24,138.65,3,3327.6,Shipped,Medium
372,10165_12,ON128,ON15,CU27,10165,48,142.20000000000002,12,6825.6,Shipped,Medium
373,10175_1,ON93,ON15,CU50,10175,26,136.28,1,3543.28,Shipped,Medium
374,10184_6,ON166,ON15,CU82,10184,37,122.06,6,4516.22,Shipped,Medium
375,10195_6,ON167,ON15,CU48,10195,49,131.54,6,6445.46,Shipped,Medium
376,10207_7,ON94,ON15,CU65,10207,34,99.54,7,3384.36,Shipped,Medium
377,10219_2,ON168,ON15,CU83,10219,48,101.91000000000001,2,4891.68,Shipped,Medium
378,10229_1,ON96,ON15,CU40,10229,36,125.61,1,4521.96,Shipped,Medium
379,10246_5,ON169,ON15,CU24,10246,46,110.21,5,5069.66,Shipped,Medium
380,10259_4,ON97,ON15,CU66,10259,46,142.2,4,6541.2,Shipped,Medium
381,10271_5,ON170,ON15,CU40,10271,31,97.17,5,3012.27,Shipped,Medium
382,10281_1,ON98,ON15,CU19,10281,41,127.98,1,5247.18,Shipped,Medium
383,10292_8,ON171,ON15,CU1,10292,21,105.47,8,2214.87,Shipped,Small
384,10305_5,ON99,ON15,CU16,10305,38,125.61000000000001,5,4773.18,Shipped,Medium
385,10314_14,ON140,ON15,CU79,10314,45,137.46,14,6185.7,Shipped,Medium
386,10324_7,ON153,ON15,CU12,10324,26,58.38,7,1517.88,Shipped,Small
387,10336_3,ON141,ON15,CU63,10336,38,167.70000000000002,3,6372.6,Shipped,Medium
388,10349_9,ON160,ON15,CU75,10349,48,109.02,9,5232.96,Shipped,Medium
389,10358_9,ON154,ON15,CU24,10358,42,64.16,9,2694.72,Shipped,Small
390,10371_4,ON143,ON15,CU40,10371,49,35.71,4,1749.79,Shipped,Small
391,10382_13,ON144,ON15,CU40,10382,32,66.58,13,2130.56,Shipped,Small
392,10412_5,ON172,ON15,CU24,10412,54,110.21000000000001,5,5951.34,Shipped,Medium
393,10425_4,ON103,ON15,CU15,10425,33,142.20000000000002,4,4692.6,In Process,Medium
394,10108_3,ON104,ON16,CU67,10108,36,103.64,3,3731.04,Shipped,Medium
395,10122_7,ON105,ON16,CU68,10122,20,107.1,7,2142.0,Shipped,Small
396,10135_4,ON106,ON16,CU40,10135,29,97.89,4,2838.81,Shipped,Small
397,10147_4,ON107,ON16,CU42,10147,33,97.89,4,3230.37,Shipped,Medium
398,10160_5,ON156,ON16,CU55,10160,50,103.64,5,5182.0,Shipped,Medium
399,10170_3,ON157,ON16,CU64,10170,41,107.10000000000001,3,4391.1,Shipped,Medium
400,10181_11,ON109,ON16,CU8,10181,36,124.36999999999999,11,4477.32,Shipped,Medium
401,10192_16,ON173,ON16,CU41,10192,27,131.28,16,3544.56,Shipped,Medium
402,10203_5,ON111,ON16,CU24,10203,47,110.55000000000001,5,5195.85,Shipped,Medium
403,10212_15,ON158,ON16,CU24,10212,33,126.67999999999999,15,4180.44,Shipped,Medium
404,10225_6,ON112,ON16,CU70,10225,21,127.83,6,2684.43,Shipped,Small
405,10239_5,ON174,ON16,CU61,10239,21,93.28,5,1958.88,Shipped,Small
406,10253_10,ON114,ON16,CU23,10253,41,119.77,10,4910.57,Cancelled,Medium
407,10266_11,ON115,ON16,CU71,10266,40,111.71,11,4468.4,Shipped,Medium
408,10277_1,ON175,ON16,CU27,10277,28,111.71000000000001,1,3127.88,Shipped,Medium
409,10287_9,ON117,ON16,CU70,10287,23,116.31,9,2675.13,Shipped,Small
410,10300_2,ON118,ON16,CU73,10300,23,122.07000000000001,2,2807.61,Shipped,Small
411,10310_7,ON119,ON16,CU69,10310,25,100.19,7,2504.75,Shipped,Small
412,10321_15,ON176,ON16,CU22,10321,24,124.37,15,2984.88,Shipped,Small
413,10329_15,ON20,ON16,CU1,10329,39,64.74000000000001,15,2524.86,Shipped,Small
414,10341_7,ON21,ON16,CU20,10341,55,75.2,7,4136.0,Shipped,Medium
415,10363_6,ON121,ON16,CU74,10363,46,88.45,6,4068.7,Shipped,Medium
416,10377_1,ON162,ON16,CU17,10377,50,103.64,1,5182.0,Shipped,Medium
417,10389_8,ON122,ON16,CU38,10389,47,111.57,8,5243.79,Shipped,Medium
418,10405_5,ON177,ON16,CU84,10405,97,93.28,5,9048.16,Shipped,Large
419,10419_10,ON123,ON16,CU20,10419,32,119.77,10,3832.64,Shipped,Medium
420,10103_10,ON27,ON17,CU18,10103,35,112.0,10,3920.0,Shipped,Medium
421,10113_4,ON146,ON17,CU40,10113,49,100.34,4,4916.66,Shipped,Medium
422,10126_10,ON29,ON17,CU26,10126,38,101.5,10,3857.0,Shipped,Medium
423,10140_10,ON30,ON17,CU6,10140,32,130.67,10,4181.44,Shipped,Medium
424,10150_7,ON31,ON17,CU27,10150,34,136.5,7,4641.0,Shipped,Medium
425,10164_8,ON92,ON17,CU64,10164,36,99.17,8,3570.12,Resolved,Medium
426,10174_3,ON33,ON17,CU29,10174,48,93.33999999999999,3,4480.32,Shipped,Medium
427,10183_7,ON34,ON17,CU30,10183,21,96.84,7,2033.64,Shipped,Small
428,10194_10,ON35,ON17,CU31,10194,21,93.34,10,1960.14,Shipped,Small
429,10206_5,ON36,ON17,CU32,10206,34,116.67,5,3966.78,Shipped,Medium
430,10215_2,ON37,ON17,CU33,10215,46,112.0,2,5152.0,Shipped,Medium
431,10228_1,ON38,ON17,CU34,10228,32,105.0,1,3360.0,Shipped,Medium
432,10245_8,ON39,ON17,CU35,10245,29,119.0,8,3451.0,Shipped,Medium
433,10258_5,ON40,ON17,CU36,10258,41,133.0,5,5453.0,Shipped,Medium
434,10270_8,ON41,ON17,CU21,10270,43,96.84,8,4164.12,Shipped,Medium
435,10280_1,ON42,ON17,CU37,10280,24,116.67,1,2800.08,Shipped,Small
436,10291_10,ON43,ON17,CU38,10291,41,114.33999999999999,10,4687.94,Shipped,Medium
437,10304_5,ON44,ON17,CU39,10304,46,98.0,5,4508.0,Shipped,Medium
438,10312_2,ON45,ON17,CU40,10312,32,130.67,2,4181.44,Shipped,Medium
439,10322_10,ON46,ON17,CU41,10322,22,102.32,10,2251.04,Shipped,Small
440,10333_7,ON47,ON17,CU9,10333,29,40.25,7,1167.25,Shipped,Small
441,10347_5,ON48,ON17,CU11,10347,42,49.599999999999994,5,2083.2,Shipped,Small
442,10357_1,ON49,ON17,CU40,10357,39,98.0,1,3822.0,Shipped,Medium
443,10370_1,ON102,ON17,CU43,10370,27,144.87,1,3911.49,Shipped,Medium
444,10381_2,ON51,ON17,CU5,10381,48,98.0,2,4704.0,Shipped,Medium
445,10391_10,ON52,ON17,CU43,10391,29,85.10000000000001,10,2467.9,Shipped,Small
446,10411_8,ON53,ON17,CU44,10411,27,119.0,8,3213.0,Shipped,Medium
447,10424_5,ON54,ON17,CU24,10424,54,133.0,5,7182.0,In Process,Large
448,10109_4,ON178,ON18,CU46,10109,26,168.43,4,4379.18,Shipped,Medium
449,10122_2,ON105,ON18,CU68,10122,34,147.20000000000002,2,5004.8,Shipped,Medium
450,10136_2,ON179,ON18,CU52,10136,25,145.79,2,3644.75,Shipped,Medium
451,10148_13,ON180,ON18,CU43,10148,23,117.48,13,2702.04,Shipped,Small
452,10161_12,ON181,ON18,CU79,10161,28,134.46,12,3764.88,Shipped,Medium
453,10171_2,ON182,ON18,CU44,10171,35,128.8,2,4508.0,Shipped,Medium
454,10181_6,ON109,ON18,CU8,10181,44,123.14,6,5418.16,Shipped,Medium
455,10192_11,ON173,ON18,CU41,10192,22,150.03,11,3300.66,Shipped,Medium
456,10204_17,ON183,ON18,CU75,10204,42,147.2,17,6182.4,Shipped,Medium
457,10212_10,ON158,ON18,CU24,10212,29,144.36999999999998,10,4186.73,Shipped,Medium
458,10225_1,ON112,ON18,CU70,10225,32,141.54,1,4529.28,Shipped,Medium
459,10240_3,ON184,ON18,CU45,10240,41,137.29000000000002,3,5628.89,Shipped,Medium
460,10253_5,ON114,ON18,CU23,10253,26,117.48,5,3054.48,Cancelled,Medium
461,10266_6,ON115,ON18,CU71,10266,21,120.31000000000002,6,2526.51,Shipped,Small
462,10278_6,ON185,ON18,CU85,10278,34,137.29,6,4667.86,Shipped,Medium
463,10287_4,ON117,ON18,CU70,10287,41,158.51999999999998,4,6499.32,Shipped,Medium
464,10301_8,ON186,ON18,CU86,10301,37,159.94,8,5917.78,Shipped,Medium
465,10310_2,ON119,ON18,CU69,10310,37,168.43,2,6231.91,Shipped,Medium
466,10321_10,ON176,ON18,CU22,10321,41,141.54000000000002,10,5803.14,Shipped,Medium
467,10331_6,ON187,ON18,CU46,10331,46,139.87,6,6434.02,Shipped,Medium
468,10342_2,ON188,ON18,CU11,10342,40,161.35999999999999,2,6454.4,Shipped,Medium
469,10356_8,ON189,ON18,CU3,10356,43,97.60000000000001,8,4196.8,Shipped,Medium
470,10365_1,ON190,ON18,CU51,10365,30,87.06,1,2611.8,Shipped,Small
471,10377_2,ON162,ON18,CU17,10377,35,168.43,2,5895.05,Shipped,Medium
472,10390_14,ON191,ON18,CU40,10390,36,93.77,14,3375.72,Shipped,Medium
473,10406_3,ON192,ON18,CU49,10406,61,137.29000000000002,3,8374.69,Disputed,Large
474,10419_5,ON123,ON18,CU20,10419,38,117.47999999999999,5,4464.24,Shipped,Medium
475,10102_2,ON193,ON19,CU12,10102,39,123.29,2,4808.31,Shipped,Medium
476,10111_6,ON194,ON19,CU9,10111,33,99.66000000000001,6,3288.78,Shipped,Medium
477,10125_1,ON195,ON19,CU11,10125,32,101.71,1,3254.72,Shipped,Medium
478,10139_7,ON196,ON19,CU21,10139,31,102.74,7,3184.94,Shipped,Medium
479,10149_4,ON197,ON19,CU83,10149,50,118.15,4,5907.5,Shipped,Medium
480,10162_2,ON198,ON19,CU5,10162,48,91.44,2,4389.12,Shipped,Medium
481,10173_6,ON199,ON19,CU87,10173,43,117.11999999999999,6,5036.16,Shipped,Medium
482,10182_3,ON200,ON19,CU40,10182,25,87.33,3,2183.25,Shipped,Small
483,10193_7,ON201,ON19,CU88,10193,28,110.96000000000001,7,3106.88,Shipped,Medium
484,10205_2,ON202,ON19,CU24,10205,36,103.77,2,3735.72,Shipped,Medium
485,10215_10,ON37,ON19,CU33,10215,27,89.38000000000001,10,2413.26,Shipped,Small
486,10227_3,ON203,ON19,CU31,10227,25,118.15,3,2953.75,Shipped,Small
487,10244_7,ON204,ON19,CU24,10244,40,117.12,7,4684.8,Shipped,Medium
488,10256_2,ON205,ON19,CU49,10256,34,95.55,2,3248.7,Shipped,Medium
489,10280_9,ON42,ON19,CU37,10280,50,104.79,9,5239.5,Shipped,Medium
490,10289_2,ON206,ON19,CU8,10289,38,120.21,2,4567.98,Shipped,Medium
491,10304_13,ON44,ON19,CU39,10304,37,95.55,13,3535.35,Shipped,Medium
492,10312_10,ON45,ON19,CU40,10312,43,89.38000000000001,10,3843.34,Shipped,Medium
493,10322_14,ON46,ON19,CU41,10322,43,86.3,14,3710.9,Shipped,Medium
494,10332_15,ON207,ON19,CU78,10332,46,95.13,15,4375.98,Shipped,Medium
495,10346_3,ON208,ON19,CU85,10346,42,36.11,3,1516.62,Shipped,Small
496,10356_9,ON189,ON19,CU3,10356,50,50.18,9,2509.0,Shipped,Small
497,10369_8,ON50,ON19,CU42,10369,44,210.01000000000002,8,9240.44,Shipped,Large
498,10380_13,ON209,ON19,CU24,10380,27,93.16000000000001,13,2515.32,Shipped,Small
499,10391_2,ON52,ON19,CU43,10391,35,158.54,2,5548.9,Shipped,Medium
500,10422_2,ON210,ON19,CU19,10422,51,95.55,2,4873.05,In Process,Medium
501,10102_1,ON193,ON20,CU12,10102,41,50.13999999999999,1,2055.74,Shipped,Small
502,10111_5,ON194,ON20,CU9,10111,48,49.06,5,2354.88,Shipped,Small
503,10126_17,ON29,ON20,CU26,10126,42,54.989999999999995,17,2309.58,Shipped,Small
504,10139_6,ON196,ON20,CU21,10139,49,43.129999999999995,6,2113.37,Shipped,Small
505,10149_3,ON197,ON20,CU83,10149,30,58.22,3,1746.6,Shipped,Small
506,10162_1,ON198,ON20,CU5,10162,45,51.209999999999994,1,2304.45,Shipped,Small
507,10173_5,ON199,ON20,CU87,10173,48,44.21,5,2122.08,Shipped,Small
508,10182_2,ON200,ON20,CU40,10182,32,54.45,2,1742.4,Shipped,Small
509,10193_6,ON201,ON20,CU88,10193,46,53.37,6,2455.02,Shipped,Small
510,10205_1,ON202,ON20,CU24,10205,48,63.61000000000001,1,3053.28,Shipped,Medium
511,10215_9,ON37,ON20,CU33,10215,33,43.129999999999995,9,1423.29,Shipped,Small
512,10227_2,ON203,ON20,CU31,10227,31,48.519999999999996,2,1504.12,Shipped,Small
513,10244_6,ON204,ON20,CU24,10244,20,58.220000000000006,6,1164.4,Shipped,Small
514,10256_1,ON205,ON20,CU49,10256,29,51.75,1,1500.75,Shipped,Small
515,10280_8,ON42,ON20,CU37,10280,27,57.68,8,1557.36,Shipped,Small
516,10289_1,ON206,ON20,CU8,10289,24,56.07,1,1345.68,Shipped,Small
517,10304_12,ON44,ON20,CU39,10304,37,48.52,12,1795.24,Shipped,Small
518,10312_9,ON45,ON20,CU40,10312,25,44.21,9,1105.25,Shipped,Small
519,10322_5,ON46,ON20,CU41,10322,41,57.68,5,2364.88,Shipped,Small
520,10332_16,ON207,ON20,CU78,10332,27,89.89,16,2427.03,Shipped,Small
521,10347_7,ON48,ON20,CU11,10347,21,58.95,7,1237.95,Shipped,Small
522,10356_6,ON189,ON20,CU3,10356,22,72.41,6,1593.02,Shipped,Small
523,10369_7,ON50,ON20,CU42,10369,32,98.63,7,3156.16,Shipped,Medium
524,10381_9,ON51,ON20,CU5,10381,25,52.83,9,1320.75,Shipped,Small
525,10391_3,ON52,ON20,CU43,10391,42,119.0,3,4998.0,Shipped,Medium
526,10422_1,ON210,ON20,CU19,10422,25,51.75,1,1293.75,In Process,Small
527,10110_16,ON211,ON21,CU78,10110,37,146.84,16,5433.08,Shipped,Medium
528,10123_2,ON212,ON21,CU47,10123,26,118.22,2,3073.72,Shipped,Medium
529,10137_2,ON213,ON21,CU2,10137,44,99.55,2,4380.2,Shipped,Medium
530,10148_9,ON180,ON21,CU43,10148,47,124.44000000000001,9,5848.68,Shipped,Medium
531,10161_8,ON181,ON21,CU79,10161,43,143.10999999999999,8,6153.73,Shipped,Medium
532,10172_6,ON214,ON21,CU14,10172,42,118.22,6,4965.24,Shipped,Medium
533,10181_2,ON109,ON21,CU8,10181,42,129.42000000000002,2,5435.64,Shipped,Medium
534,10192_7,ON173,ON21,CU41,10192,29,146.83999999999997,7,4258.36,Shipped,Medium
535,10204_13,ON183,ON21,CU75,10204,40,100.8,13,4032.0,Shipped,Medium
536,10212_6,ON158,ON21,CU24,10212,38,118.21999999999998,6,4492.36,Shipped,Medium
537,10226_4,ON215,ON21,CU56,10226,38,109.51,4,4161.38,Shipped,Medium
538,10241_11,ON216,ON21,CU84,10241,21,119.46,11,2508.66,Shipped,Small
539,10253_1,ON114,ON21,CU23,10253,24,140.62,1,3374.88,Cancelled,Medium
540,10266_2,ON115,ON21,CU71,10266,36,144.35000000000002,2,5196.6,Shipped,Medium
541,10278_2,ON185,ON21,CU85,10278,23,113.24,2,2604.52,Shipped,Small
542,10288_14,ON217,ON21,CU66,10288,20,146.84,14,2936.8,Shipped,Small
543,10301_4,ON186,ON21,CU86,10301,32,107.02,4,3424.64,Shipped,Medium
544,10311_9,ON218,ON21,CU24,10311,29,100.8,9,2923.2,Shipped,Small
545,10321_6,ON176,ON21,CU22,10321,44,102.04,6,4489.76,Shipped,Medium
546,10331_14,ON187,ON21,CU46,10331,44,110.21,14,4849.24,Shipped,Medium
547,10343_4,ON219,ON21,CU2,10343,36,162.47,4,5848.92,Shipped,Medium
548,10367_1,ON220,ON21,CU4,10367,49,56.3,1,2758.7,Resolved,Small
549,10378_5,ON221,ON21,CU24,10378,34,42.64,5,1449.76,Shipped,Small
550,10407_11,ON222,ON21,CU62,10407,59,119.46000000000001,11,7048.14,On Hold,Large
551,10419_1,ON123,ON21,CU20,10419,37,140.61999999999998,1,5202.94,Shipped,Medium
552,10106_12,ON223,ON22,CU87,10106,36,146.64999999999998,12,5279.4,Shipped,Medium
553,10119_3,ON65,ON22,CU20,10119,43,160.84,3,6916.12,Shipped,Medium
554,10131_4,ON224,ON22,CU89,10131,21,132.45999999999998,4,2781.66,Shipped,Small
555,10143_7,ON67,ON22,CU51,10143,32,164.0,7,5248.0,Shipped,Medium
556,10155_5,ON68,ON22,CU17,10155,38,171.88,5,6531.44,Shipped,Medium
557,10167_1,ON69,ON22,CU38,10167,43,134.04,1,5763.72,Cancelled,Medium
558,10178_4,ON70,ON22,CU52,10178,42,154.54000000000002,4,6490.68,Shipped,Medium
559,10186_1,ON71,ON22,CU53,10186,32,187.65,1,6004.8,Shipped,Medium
560,10198_4,ON225,ON22,CU67,10198,42,178.19,4,7483.98,Shipped,Large
561,10210_17,ON56,ON22,CU45,10210,31,184.5,17,5719.5,Shipped,Medium
562,10222_4,ON74,ON22,CU56,10222,49,141.92,4,6954.08,Shipped,Medium
563,10250_14,ON226,ON22,CU62,10250,45,181.34,14,8160.3,Shipped,Large
564,10262_9,ON227,ON22,CU24,10262,49,134.04,9,6567.96,Cancelled,Medium
565,10274_1,ON228,ON22,CU42,10274,41,164.0,1,6724.0,Shipped,Medium
566,10284_11,ON229,ON22,CU86,10284,45,127.73,11,5747.85,Shipped,Medium
567,10296_7,ON230,ON22,CU90,10296,36,157.69,7,5676.84,Shipped,Medium
568,10307_1,ON80,ON22,CU30,10307,39,189.23000000000002,1,7379.97,Shipped,Large
569,10316_9,ON81,ON22,CU60,10316,27,137.19,9,3704.13,Shipped,Medium
570,10327_6,ON231,ON22,CU49,10327,25,112.19,6,2804.75,Resolved,Small
571,10338_1,ON232,ON22,CU91,10338,41,137.19,1,5624.79,Shipped,Medium
572,10351_1,ON233,ON22,CU50,10351,39,99.52000000000001,1,3881.28,Shipped,Medium
573,10373_4,ON86,ON22,CU61,10373,28,57.550000000000004,4,1611.4,Shipped,Small
574,10386_7,ON234,ON22,CU24,10386,25,54.57,7,1364.25,Resolved,Small
575,10398_11,ON235,ON22,CU2,10398,33,127.73,11,4215.09,Shipped,Medium
576,10400_1,ON89,ON22,CU62,10400,34,189.23,1,6433.82,Shipped,Medium
577,10416_14,ON236,ON22,CU71,10416,24,181.34,14,4352.16,Shipped,Medium
578,10100_3,ON237,ON23,CU41,10100,30,171.7,3,5151.0,Shipped,Medium
579,10110_7,ON211,ON23,CU78,10110,42,144.5,7,6069.0,Shipped,Medium
580,10124_6,ON238,ON23,CU85,10124,21,136.0,6,2856.0,Shipped,Small
581,10149_11,ON197,ON23,CU83,10149,34,158.1,11,5375.4,Shipped,Medium
582,10162_9,ON198,ON23,CU5,10162,29,178.5,9,5176.5,Shipped,Medium
583,10173_13,ON199,ON23,CU87,10173,24,146.20000000000002,13,3508.8,Shipped,Medium
584,10182_10,ON200,ON23,CU40,10182,44,171.70000000000002,10,7554.8,Shipped,Large
585,10193_14,ON201,ON23,CU88,10193,21,149.6,14,3141.6,Shipped,Medium
586,10204_4,ON183,ON23,CU75,10204,33,178.5,4,5890.5,Shipped,Medium
587,10214_7,ON239,ON23,CU26,10214,30,198.9,7,5967.0,Shipped,Medium
588,10227_10,ON203,ON23,CU31,10227,26,142.8,10,3712.8,Shipped,Medium
589,10241_2,ON216,ON23,CU84,10241,41,185.3,2,7597.3,Shipped,Large
590,10280_16,ON42,ON23,CU37,10280,26,141.1,16,3668.6,Shipped,Medium
591,10288_5,ON217,ON23,CU66,10288,32,183.6,5,5875.2,Shipped,Medium
592,10302_1,ON240,ON23,CU23,10302,43,170.0,1,7310.0,Shipped,Large
593,10312_17,ON45,ON23,CU40,10312,48,168.29999999999998,17,8078.4,Shipped,Large
594,10331_7,ON187,ON23,CU46,10331,44,74.04,7,3257.76,Shipped,Medium
595,10344_1,ON241,ON23,CU68,10344,45,170.0,1,7650.0,Shipped,Large
596,10367_3,ON220,ON23,CU4,10367,37,127.13000000000001,3,4703.81,Resolved,Medium
597,10379_2,ON242,ON23,CU24,10379,39,138.45000000000002,2,5399.55,Shipped,Medium
598,10407_2,ON222,ON23,CU62,10407,76,185.29999999999998,2,14082.8,On Hold,Large
599,10420_5,ON243,ON23,CU21,10420,37,142.8,5,5283.6,In Process,Medium
600,10108_2,ON104,ON24,CU67,10108,38,82.39,2,3130.82,Shipped,Medium
601,10122_6,ON105,ON24,CU68,10122,43,72.38000000000001,6,3112.34,Shipped,Medium
602,10135_3,ON106,ON24,CU40,10135,48,79.31,3,3806.88,Shipped,Medium
603,10147_3,ON107,ON24,CU42,10147,26,82.39,3,2142.14,Shipped,Small
604,10160_4,ON156,ON24,CU55,10160,38,88.55,4,3364.9,Shipped,Medium
605,10170_2,ON157,ON24,CU64,10170,20,63.14,2,1262.8,Shipped,Small
606,10181_10,ON109,ON24,CU8,10181,22,73.92,10,1626.24,Shipped,Small
607,10192_15,ON173,ON24,CU41,10192,45,90.86,15,4088.7,Shipped,Medium
608,10203_4,ON111,ON24,CU24,10203,45,85.47,4,3846.15,Shipped,Medium
609,10212_14,ON158,ON24,CU24,10212,20,66.99,14,1339.8,Shipped,Small
610,10225_5,ON112,ON24,CU70,10225,47,64.68,5,3039.96,Shipped,Medium
611,10239_4,ON174,ON24,CU61,10239,46,73.92,4,3400.32,Shipped,Medium
612,10253_9,ON114,ON24,CU23,10253,23,83.93,9,1930.39,Cancelled,Small
613,10266_10,ON115,ON24,CU71,10266,33,74.69,10,2464.77,Shipped,Small
614,10278_10,ON185,ON24,CU85,10278,29,90.86,10,2634.94,Shipped,Small
615,10287_8,ON117,ON24,CU70,10287,44,82.39,8,3625.16,Shipped,Medium
616,10300_1,ON118,ON24,CU73,10300,41,92.4,1,3788.4,Shipped,Medium
617,10310_6,ON119,ON24,CU69,10310,20,91.63,6,1832.6,Shipped,Small
618,10321_14,ON176,ON24,CU22,10321,37,78.54,14,2905.98,Shipped,Small
619,10329_9,ON20,ON24,CU1,10329,29,101.89,9,2954.81,Shipped,Small
